sector,hora,timestamp,zona,tramo,consumo_base_m3,consumo_proyectado_m3,multiplicador_llm,confianza_llm,variacion_pct,alerta,p85_historico,p15_historico,factores_activos
ALTOZANO,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,55.471,55.219,0.9954,0.85,-0.46,🟢 NORMAL,52.174,48.356,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,49.166,48.942,0.9954,0.85,-0.46,🟢 NORMAL,44.721,41.448,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,55.471,55.219,0.9954,0.85,-0.46,🟢 NORMAL,52.174,48.356,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,58.562,58.295,0.9954,0.85,-0.46,🟢 NORMAL,67.081,62.172,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,81.78,81.408,0.9954,0.85,-0.46,🟢 NORMAL,81.988,75.988,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,87.671,87.272,0.9954,0.85,-0.46,🟢 NORMAL,89.442,82.896,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,22,2026-04-06 22:00:00,ZONA_NORTE,noche,56.836,56.478,0.9937,0.85,-0.63,🟢 NORMAL,67.081,62.172,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,23,2026-04-06 23:00:00,ZONA_NORTE,noche,53.746,53.407,0.9937,0.85,-0.63,🟢 NORMAL,52.174,48.356,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,0,2026-04-06 00:00:00,ZONA_NORTE,noche,713.737,709.244,0.9937,0.85,-0.63,🟢 NORMAL,36.636,21.894,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,1,2026-04-06 01:00:00,ZONA_NORTE,noche,49.771,49.458,0.9937,0.85,-0.63,🟢 NORMAL,51.03,32.635,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,2,2026-04-06 02:00:00,ZONA_NORTE,noche,49.771,49.458,0.9937,0.85,-0.63,🟢 NORMAL,55.48,29.385,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,3,2026-04-06 03:00:00,ZONA_NORTE,noche,43.331,43.058,0.9937,0.85,-0.63,🟢 NORMAL,54.715,24.2,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,4,2026-04-06 04:00:00,ZONA_NORTE,noche,41.271,41.011,0.9937,0.85,-0.63,🟢 NORMAL,54.61,22.435,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,5,2026-04-06 05:00:00,ZONA_NORTE,noche,13.985,13.897,0.9937,0.85,-0.63,🟢 NORMAL,44.172,20.3,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,6,2026-04-06 06:00:00,ZONA_NORTE,manana,1.638,1.651,1.0082,0.85,0.82,🟢 NORMAL,40.272,20.828,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,7,2026-04-06 07:00:00,ZONA_NORTE,manana,12.627,12.73,1.0082,0.85,0.82,🟢 NORMAL,38.535,21.755,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,8,2026-04-06 08:00:00,ZONA_NORTE,manana,46.271,46.65,1.0082,0.85,0.82,🟢 NORMAL,52.155,27.798,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,9,2026-04-06 09:00:00,ZONA_NORTE,manana,54.375,54.82,1.0082,0.85,0.82,🟢 NORMAL,61.58,35.09,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,10,2026-04-06 10:00:00,ZONA_NORTE,manana,3.269,3.296,1.0082,0.85,0.82,🟢 NORMAL,59.768,38.982,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,11,2026-04-06 11:00:00,ZONA_NORTE,manana,49.056,49.458,1.0082,0.85,0.82,🟢 NORMAL,55.25,37.34,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,12,2026-04-06 12:00:00,ZONA_NORTE,manana,46.538,46.919,1.0082,0.85,0.82,🟢 NORMAL,50.445,35.2,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,13,2026-04-06 13:00:00,ZONA_NORTE,manana,51.95,52.376,1.0082,0.85,0.82,🟢 NORMAL,58.618,35.03,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,52.932,52.691,0.9954,0.85,-0.46,🟢 NORMAL,73.273,43.787,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,58.2,57.935,0.9954,0.85,-0.46,🟢 NORMAL,65.946,39.409,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,47.32,47.104,0.9954,0.85,-0.46,🟢 NORMAL,51.291,30.651,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,25.323,25.208,0.9954,0.85,-0.46,🟢 NORMAL,43.964,26.272,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,47.32,47.104,0.9954,0.85,-0.46,🟢 NORMAL,51.291,30.651,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,58.2,57.935,0.9954,0.85,-0.46,🟢 NORMAL,65.946,39.409,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,56.836,56.577,0.9954,0.85,-0.46,🟢 NORMAL,80.6,48.166,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,62.056,61.773,0.9954,0.85,-0.46,🟢 NORMAL,87.927,52.545,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,22,2026-04-06 22:00:00,ZONA_NORTE,noche,56.474,56.118,0.9937,0.85,-0.63,🟢 NORMAL,65.946,39.409,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BAHÍA LOS PINOS,23,2026-04-06 23:00:00,ZONA_NORTE,noche,45.594,45.307,0.9937,0.85,-0.63,🟢 NORMAL,51.291,30.651,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
BENALÚA DL,0,2026-04-06 00:00:00,ZONA_CENTRO,noche,26.835,26.061,0.9711,0.85,-2.89,🟢 NORMAL,26.366,22.578,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,1,2026-04-06 01:00:00,ZONA_CENTRO,noche,55.917,54.303,0.9711,0.85,-2.89,🟢 NORMAL,55.895,42.755,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,2,2026-04-06 02:00:00,ZONA_CENTRO,noche,50.058,48.613,0.9711,0.85,-2.89,🟢 NORMAL,47.755,38.407,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,3,2026-04-06 03:00:00,ZONA_CENTRO,noche,48.212,46.821,0.9711,0.85,-2.89,🟢 NORMAL,43.044,37.844,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,4,2026-04-06 04:00:00,ZONA_CENTRO,noche,43.331,42.08,0.9711,0.85,-2.89,🟢 NORMAL,41.338,36.698,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,5,2026-04-06 05:00:00,ZONA_CENTRO,noche,28.123,27.312,0.9711,0.85,-2.89,🟢 NORMAL,38.215,32.517,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,6,2026-04-06 06:00:00,ZONA_CENTRO,manana,41.789,41.065,0.9827,0.85,-1.73,🟢 NORMAL,43.637,34.253,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,7,2026-04-06 07:00:00,ZONA_CENTRO,manana,50.29,49.419,0.9827,0.85,-1.73,🟢 NORMAL,49.416,37.538,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,8,2026-04-06 08:00:00,ZONA_CENTRO,manana,58.722,57.705,0.9827,0.85,-1.73,🟢 NORMAL,62.226,42.825,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,9,2026-04-06 09:00:00,ZONA_CENTRO,manana,53.561,52.634,0.9827,0.85,-1.73,🟢 NORMAL,68.795,55.373,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,10,2026-04-06 10:00:00,ZONA_CENTRO,manana,10.044,9.87,0.9827,0.85,-1.73,🟢 NORMAL,70.382,62.872,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,11,2026-04-06 11:00:00,ZONA_CENTRO,manana,54.523,53.579,0.9827,0.85,-1.73,🟢 NORMAL,67.23,57.659,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,12,2026-04-06 12:00:00,ZONA_CENTRO,manana,57.211,56.22,0.9827,0.85,-1.73,🟢 NORMAL,62.072,49.027,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,13,2026-04-06 13:00:00,ZONA_CENTRO,manana,41.621,40.9,0.9827,0.85,-1.73,🟢 NORMAL,42.187,36.126,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,14,2026-04-06 14:00:00,ZONA_CENTRO,tarde,54.587,53.367,0.9777,0.85,-2.23,🟢 NORMAL,52.733,45.157,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,15,2026-04-06 15:00:00,ZONA_CENTRO,tarde,49.166,48.068,0.9777,0.85,-2.23,🟢 NORMAL,47.46,40.641,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,16,2026-04-06 16:00:00,ZONA_CENTRO,tarde,25.306,24.741,0.9777,0.85,-2.23,🟢 NORMAL,36.914,31.61,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,17,2026-04-06 17:00:00,ZONA_CENTRO,tarde,712.611,696.694,0.9777,0.85,-2.23,🟢 NORMAL,31.64,27.094,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,18,2026-04-06 18:00:00,ZONA_CENTRO,tarde,25.306,24.741,0.9777,0.85,-2.23,🟢 NORMAL,36.914,31.61,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,19,2026-04-06 19:00:00,ZONA_CENTRO,tarde,49.166,48.068,0.9777,0.85,-2.23,🟢 NORMAL,47.46,40.641,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,20,2026-04-06 20:00:00,ZONA_CENTRO,tarde,57.078,55.804,0.9777,0.85,-2.23,🟢 NORMAL,58.007,49.673,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,21,2026-04-06 21:00:00,ZONA_CENTRO,tarde,196.98,192.58,0.9777,0.85,-2.23,🟢 NORMAL,63.28,54.188,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,22,2026-04-06 22:00:00,ZONA_CENTRO,noche,47.44,46.071,0.9711,0.85,-2.89,🟢 NORMAL,47.46,40.641,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
BENALÚA DL,23,2026-04-06 23:00:00,ZONA_CENTRO,noche,23.58,22.9,0.9711,0.85,-2.89,🟢 NORMAL,36.914,31.61,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
Bº GRANADA 1,0,2026-04-06 00:00:00,ZONA_NORTE,noche,13.922,13.835,0.9937,0.85,-0.63,🟢 NORMAL,16.676,7.071,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,1,2026-04-06 01:00:00,ZONA_NORTE,noche,21.504,21.368,0.9937,0.85,-0.63,🟢 NORMAL,26.565,6.92,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,2,2026-04-06 02:00:00,ZONA_NORTE,noche,21.504,21.368,0.9937,0.85,-0.63,🟢 NORMAL,27.385,7.75,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,3,2026-04-06 03:00:00,ZONA_NORTE,noche,19.878,19.753,0.9937,0.85,-0.63,🟢 NORMAL,26.98,6.435,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,4,2026-04-06 04:00:00,ZONA_NORTE,noche,23.933,23.782,0.9937,0.85,-0.63,🟢 NORMAL,24.545,5.95,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,5,2026-04-06 05:00:00,ZONA_NORTE,noche,28.83,28.648,0.9937,0.85,-0.63,🟢 NORMAL,23.62,5.75,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,6,2026-04-06 06:00:00,ZONA_NORTE,manana,26.195,26.409,1.0082,0.85,0.82,🟢 NORMAL,25.055,6.4,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº GRANADA 1,7,2026-04-06 07:00:00,ZONA_NORTE,manana,25.38,25.588,1.0082,0.85,0.82,🟢 NORMAL,22.65,6.132,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
